p1,p2,p3,event,classical_width,improved_width,width_reduction
0.77,0.68,0.55,or,0.22999999999999998,0.0736,0.15639999999999998
0.77,0.725,0.55,and,0.5050000000000001,0.06325000000000003,0.4417500000000001
0.77,0.725,0.55,or,0.22999999999999998,0.06325000000000003,0.16674999999999995
0.77,0.77,0.55,and,0.4600000000000002,0.05289999999999995,0.40710000000000024
0.77,0.77,0.55,or,0.22999999999999998,0.05289999999999995,0.17710000000000004
0.77,0.8150000000000001,0.55,and,0.41500000000000026,0.04254999999999998,0.3724500000000003
0.77,0.8150000000000001,0.55,or,0.18499999999999994,0.04254999999999998,0.14244999999999997
0.77,0.86,0.55,and,0.37000000000000033,0.032200000000000006,0.3378000000000003
0.77,0.86,0.55,or,0.14,0.032200000000000006,0.1078
0.77,0.905,0.55,and,0.32499999999999996,0.021850000000000036,0.3031499999999999
0.77,0.905,0.55,or,0.09499999999999997,0.021850000000000036,0.07314999999999994
0.77,0.95,0.55,and,0.28,0.011499999999999955,0.26850000000000007
0.77,0.95,0.55,or,0.050000000000000044,0.011499999999999844,0.0385000000000002
0.8150000000000001,0.05,0.55,and,0.05,0.009249999999999994,0.04075000000000001
0.8150000000000001,0.05,0.55,or,0.18499999999999994,0.00924999999999998,0.17574999999999996
0.8150000000000001,0.095,0.55,and,0.095,0.017574999999999993,0.07742500000000001
0.8150000000000001,0.095,0.55,or,0.18499999999999994,0.017574999999999896,0.16742500000000005
0.8150000000000001,0.14,0.55,and,0.14,0.025899999999999992,0.11410000000000002
0.8150000000000001,0.14,0.55,or,0.18499999999999994,0.025899999999999923,0.15910000000000002
0.8150000000000001,0.185,0.55,and,0.185,0.03422499999999998,0.15077500000000002
0.8150000000000001,0.185,0.55,or,0.18499999999999994,0.03422499999999984,0.1507750000000001
0.8150000000000001,0.22999999999999998,0.55,and,0.22999999999999998,0.04254999999999998,0.18745
0.8150000000000001,0.22999999999999998,0.55,or,0.18499999999999994,0.04255000000000009,0.14244999999999985
0.8150000000000001,0.27499999999999997,0.55,and,0.27499999999999997,0.050874999999999976,0.224125
0.8150000000000001,0.27499999999999997,0.55,or,0.18499999999999994,0.05087499999999989,0.13412500000000005
0.8150000000000001,0.32,0.55,and,0.32,0.05919999999999996,0.26080000000000003
0.8150000000000001,0.32,0.55,or,0.18499999999999994,0.0591999999999997,0.12580000000000024
0.8150000000000001,0.365,0.55,and,0.365,0.067525,0.297475
0.8150000000000001,0.365,0.55,or,0.18499999999999994,0.06752500000000017,0.11747499999999977
0.8150000000000001,0.41,0.55,and,0.41,0.07584999999999997,0.33415
0.8150000000000001,0.41,0.55,or,0.18499999999999994,0.07584999999999986,0.10915000000000008
0.8150000000000001,0.45499999999999996,0.55,and,0.45499999999999996,0.08324999999999999,0.37174999999999997
0.8150000000000001,0.45499999999999996,0.55,or,0.18499999999999994,0.08325000000000005,0.1017499999999999
0.8150000000000001,0.49999999999999994,0.55,and,0.49999999999999994,0.08324999999999999,0.41674999999999995
0.8150000000000001,0.49999999999999994,0.55,or,0.18499999999999994,0.08325000000000005,0.1017499999999999
0.8150000000000001,0.545,0.55,and,0.545,0.08324999999999999,0.46175000000000005
0.8150000000000001,0.545,0.55,or,0.18499999999999994,0.08325000000000005,0.1017499999999999
0.8150000000000001,0.5900000000000001,0.55,and,0.55,0.07584999999999997,0.47415000000000007
0.8150000000000001,0.5900000000000001,0.55,or,0.18499999999999994,0.07584999999999986,0.10915000000000008
0.8150000000000001,0.635,0.55,and,0.55,0.06752499999999995,0.4824750000000001
0.8150000000000001,0.635,0.55,or,0.18499999999999994,0.06752499999999995,0.117475
0.8150000000000001,0.68,0.55,and,0.5050000000000001,0.05919999999999992,0.4458000000000002
0.8150000000000001,0.68,0.55,or,0.18499999999999994,0.05920000000000003,0.1257999999999999
0.8150000000000001,0.725,0.55,and,0.4600000000000002,0.050875000000000004,0.4091250000000002
0.8150000000000001,0.725,0.55,or,0.18499999999999994,0.05087499999999989,0.13412500000000005
0.8150000000000001,0.77,0.55,and,0.41500000000000026,0.04254999999999998,0.3724500000000003
0.8150000000000001,0.77,0.55,or,0.18499999999999994,0.042549999999999866,0.14245000000000008
0.8150000000000001,0.8150000000000001,0.55,and,0.3699999999999999,0.03422499999999995,0.33577499999999993
0.8150000000000001,0.8150000000000001,0.55,or,0.18499999999999994,0.03422499999999984,0.1507750000000001
0.8150000000000001,0.86,0.55,and,0.32499999999999996,0.025900000000000034,0.2990999999999999
0.8150000000000001,0.86,0.55,or,0.14,0.025900000000000145,0.11409999999999987
0.8150000000000001,0.905,0.55,and,0.2799999999999996,0.017575000000000007,0.2624249999999996
0.8150000000000001,0.905,0.55,or,0.09499999999999997,0.01757500000000012,0.07742499999999986
0.8150000000000001,0.95,0.55,and,0.23499999999999965,0.00924999999999998,0.22574999999999967
0.8150000000000001,0.95,0.55,or,0.050000000000000044,0.00924999999999998,0.040750000000000064
0.86,0.05,0.55,and,0.05,0.006999999999999999,0.043000000000000003
0.86,0.05,0.55,or,0.14,0.007000000000000006,0.133
0.86,0.095,0.55,and,0.095,0.013300000000000006,0.0817
0.86,0.095,0.55,or,0.14,0.01330000000000009,0.12669999999999992
0.86,0.14,0.55,and,0.14,0.019600000000000006,0.12040000000000001
0.86,0.14,0.55,or,0.14,0.019600000000000062,0.12039999999999995
0.86,0.185,0.55,and,0.185,0.025900000000000006,0.1591
0.86,0.185,0.55,or,0.14,0.025899999999999923,0.11410000000000009
0.86,0.22999999999999998,0.55,and,0.22999999999999998,0.032200000000000006,0.19779999999999998
0.86,0.22999999999999998,0.55,or,0.14,0.03220000000000023,0.10779999999999978
0.86,0.27499999999999997,0.55,and,0.27499999999999997,0.038500000000000006,0.23649999999999996
0.86,0.27499999999999997,0.55,or,0.14,0.03849999999999987,0.10150000000000015
0.86,0.32,0.55,and,0.32,0.04479999999999998,0.2752
0.86,0.32,0.55,or,0.14,0.04479999999999984,0.09520000000000017
0.86,0.365,0.55,and,0.365,0.05109999999999998,0.3139
0.86,0.365,0.55,or,0.14,0.051100000000000034,0.08889999999999998
0.86,0.41,0.55,and,0.41,0.05740000000000001,0.35259999999999997
0.86,0.41,0.55,or,0.14,0.057399999999999896,0.08260000000000012
0.86,0.45499999999999996,0.55,and,0.45499999999999996,0.063,0.39199999999999996
0.86,0.45499999999999996,0.55,or,0.14,0.06299999999999994,0.07700000000000007
0.86,0.49999999999999994,0.55,and,0.49999999999999994,0.063,0.43699999999999994
0.86,0.49999999999999994,0.55,or,0.14,0.06299999999999994,0.07700000000000007
0.86,0.545,0.55,and,0.545,0.063,0.48200000000000004
0.86,0.545,0.55,or,0.14,0.06299999999999994,0.07700000000000007
0.86,0.5900000000000001,0.55,and,0.55,0.05740000000000001,0.49260000000000004
0.86,0.5900000000000001,0.55,or,0.14,0.057399999999999896,0.08260000000000012
0.86,0.635,0.55,and,0.5050000000000001,0.051100000000000034,0.4539000000000001
0.86,0.635,0.55,or,0.14,0.051100000000000034,0.08889999999999998
0.86,0.68,0.55,and,0.4600000000000002,0.04479999999999995,0.41520000000000024
0.86,0.68,0.55,or,0.14,0.04480000000000006,0.09519999999999995
0.86,0.725,0.55,and,0.41500000000000026,0.03849999999999998,0.3765000000000003
0.86,0.725,0.55,or,0.14,0.03849999999999987,0.10150000000000015
0.86,0.77,0.55,and,0.37000000000000033,0.032200000000000006,0.3378000000000003
0.86,0.77,0.55,or,0.14,0.032199999999999895,0.10780000000000012
0.86,0.8150000000000001,0.55,and,0.32499999999999996,0.025900000000000034,0.2990999999999999
0.86,0.8150000000000001,0.55,or,0.14,0.025899999999999923,0.11410000000000009
0.86,0.86,0.55,and,0.28,0.01959999999999995,0.2604000000000001
0.86,0.86,0.55,or,0.14,0.019600000000000062,0.12039999999999995
0.86,0.905,0.55,and,0.23499999999999965,0.013299999999999979,0.22169999999999968
0.86,0.905,0.55,or,0.09499999999999997,0.01330000000000009,0.08169999999999988
0.86,0.95,0.55,and,0.18999999999999972,0.007000000000000006,0.18299999999999972
0.86,0.95,0.55,or,0.050000000000000044,0.007000000000000117,0.04299999999999993
0.905,0.05,0.55,and,0.05,0.004749999999999997,0.045250000000000005
0.905,0.05,0.55,or,0.09499999999999997,0.004750000000000143,0.09024999999999983
0.905,0.095,0.55,and,0.095,0.009024999999999991,0.08597500000000001
0.905,0.095,0.55,or,0.09499999999999997,0.00902499999999995,0.08597500000000002
0.905,0.14,0.55,and,0.14,0.013300000000000006,0.1267
0.905,0.14,0.55,or,0.09499999999999997,0.013299999999999979,0.0817
0.905,0.185,0.55,and,0.185,0.017575000000000007,0.167425
0.905,0.185,0.55,or,0.09499999999999997,0.01757500000000012,0.07742499999999986
0.905,0.22999999999999998,0.55,and,0.22999999999999998,0.02184999999999998,0.20815
0.905,0.22999999999999998,0.55,or,0.09499999999999997,0.021850000000000036,0.07314999999999994
0.905,0.27499999999999997,0.55,and,0.27499999999999997,0.02612499999999998,0.24887499999999999
0.905,0.27499999999999997,0.55,or,0.09499999999999997,0.026125000000000065,0.06887499999999991
0.905,0.32,0.55,and,0.32,0.030399999999999983,0.2896
0.905,0.32,0.55,or,0.09499999999999997,0.030399999999999983,0.06459999999999999
0.905,0.365,0.55,and,0.365,0.03467500000000001,0.330325
0.905,0.365,0.55,or,0.09499999999999997,0.03467500000000001,0.06032499999999996
0.905,0.41,0.55,and,0.41,0.038949999999999985,0.37105
0.905,0.41,0.55,or,0.09499999999999997,0.03894999999999993,0.056050000000000044
0.905,0.45499999999999996,0.55,and,0.45499999999999996,0.04275000000000001,0.41224999999999995
0.905,0.45499999999999996,0.55,or,0.09499999999999997,0.042750000000000066,0.05224999999999991
0.905,0.49999999999999994,0.55,and,0.49999999999999994,0.04275000000000001,0.45724999999999993
0.905,0.49999999999999994,0.55,or,0.09499999999999997,0.042750000000000066,0.05224999999999991
0.905,0.545,0.55,and,0.545,0.04275000000000001,0.5022500000000001
0.905,0.545,0.55,or,0.09499999999999997,0.042750000000000066,0.05224999999999991
0.905,0.5900000000000001,0.55,and,0.5050000000000001,0.03894999999999993,0.4660500000000002
0.905,0.5900000000000001,0.55,or,0.09499999999999997,0.03894999999999993,0.056050000000000044
0.905,0.635,0.55,and,0.4600000000000002,0.03467500000000001,0.4253250000000002
0.905,0.635,0.55,or,0.09499999999999997,0.03467500000000001,0.06032499999999996
0.905,0.68,0.55,and,0.41500000000000026,0.030399999999999983,0.3846000000000003
0.905,0.68,0.55,or,0.09499999999999997,0.030399999999999983,0.06459999999999999
0.905,0.725,0.55,and,0.37000000000000033,0.026124999999999954,0.3438750000000004
0.905,0.725,0.55,or,0.09499999999999997,0.026124999999999954,0.06887500000000002
0.905,0.77,0.55,and,0.32499999999999996,0.021850000000000036,0.3031499999999999
0.905,0.77,0.55,or,0.09499999999999997,0.021850000000000036,0.07314999999999994
0.905,0.8150000000000001,0.55,and,0.2799999999999996,0.017575000000000007,0.2624249999999996
0.905,0.8150000000000001,0.55,or,0.09499999999999997,0.017575000000000007,0.07742499999999997
0.905,0.86,0.55,and,0.23499999999999965,0.013299999999999979,0.22169999999999968
0.905,0.86,0.55,or,0.09499999999999997,0.013299999999999979,0.0817
0.905,0.905,0.55,and,0.18999999999999972,0.00902499999999995,0.18097499999999977
0.905,0.905,0.55,or,0.09499999999999997,0.00902499999999995,0.08597500000000002
0.905,0.95,0.55,and,0.1449999999999998,0.004750000000000032,0.14024999999999976
0.905,0.95,0.55,or,0.050000000000000044,0.004750000000000032,0.04525000000000001
0.95,0.05,0.55,and,0.05,0.0025000000000000022,0.0475
0.95,0.05,0.55,or,0.050000000000000044,0.0025000000000000577,0.04749999999999999
0.95,0.095,0.55,and,0.095,0.004750000000000004,0.09025
0.95,0.095,0.55,or,0.050000000000000044,0.004750000000000032,0.04525000000000001
0.95,0.14,0.55,and,0.14,0.007000000000000006,0.133
0.95,0.14,0.55,or,0.050000000000000044,0.007000000000000006,0.04300000000000004
0.95,0.185,0.55,and,0.185,0.009250000000000008,0.17575
0.95,0.185,0.55,or,0.050000000000000044,0.00924999999999998,0.040750000000000064
0.95,0.22999999999999998,0.55,and,0.22999999999999998,0.01150000000000001,0.21849999999999997
0.95,0.22999999999999998,0.55,or,0.050000000000000044,0.011500000000000066,0.03849999999999998
0.95,0.27499999999999997,0.55,and,0.27499999999999997,0.013749999999999984,0.26125
0.95,0.27499999999999997,0.55,or,0.050000000000000044,0.013749999999999929,0.036250000000000115
0.95,0.32,0.55,and,0.32,0.016000000000000014,0.304
0.95,0.32,0.55,or,0.050000000000000044,0.016000000000000014,0.03400000000000003
0.95,0.365,0.55,and,0.365,0.01824999999999999,0.34675
0.95,0.365,0.55,or,0.050000000000000044,0.01824999999999999,0.031750000000000056
0.95,0.41,0.55,and,0.41,0.020500000000000018,0.38949999999999996
0.95,0.41,0.55,or,0.050000000000000044,0.020499999999999963,0.02950000000000008
0.95,0.45499999999999996,0.55,and,0.45499999999999996,0.022499999999999937,0.4325
0.95,0.45499999999999996,0.55,or,0.050000000000000044,0.022499999999999853,0.02750000000000019
0.95,0.49999999999999994,0.55,and,0.49999999999999994,0.022499999999999964,0.4775
0.95,0.49999999999999994,0.55,or,0.050000000000000044,0.022499999999999964,0.02750000000000008
0.95,0.545,0.55,and,0.5000000000000001,0.022499999999999964,0.47750000000000015
0.95,0.545,0.55,or,0.050000000000000044,0.022499999999999964,0.02750000000000008
0.95,0.5900000000000001,0.55,and,0.4600000000000002,0.020499999999999963,0.4395000000000002
0.95,0.5900000000000001,0.55,or,0.050000000000000044,0.020499999999999963,0.02950000000000008
0.95,0.635,0.55,and,0.41500000000000026,0.01824999999999999,0.39675000000000027
0.95,0.635,0.55,or,0.050000000000000044,0.01824999999999999,0.031750000000000056
0.95,0.68,0.55,and,0.37000000000000033,0.016000000000000014,0.3540000000000003
0.95,0.68,0.55,or,0.050000000000000044,0.016000000000000014,0.03400000000000003
0.95,0.725,0.55,and,0.3250000000000004,0.01375000000000004,0.31125000000000036
0.95,0.725,0.55,or,0.050000000000000044,0.01375000000000004,0.036250000000000004
0.95,0.77,0.55,and,0.28,0.011499999999999955,0.26850000000000007
0.95,0.77,0.55,or,0.050000000000000044,0.011499999999999955,0.03850000000000009
0.95,0.8150000000000001,0.55,and,0.23499999999999965,0.00924999999999998,0.22574999999999967
0.95,0.8150000000000001,0.55,or,0.050000000000000044,0.00924999999999998,0.040750000000000064
0.95,0.86,0.55,and,0.18999999999999972,0.007000000000000006,0.18299999999999972
0.95,0.86,0.55,or,0.050000000000000044,0.007000000000000006,0.04300000000000004
0.95,0.905,0.55,and,0.1449999999999998,0.004750000000000032,0.14024999999999976
0.95,0.905,0.55,or,0.050000000000000044,0.004750000000000032,0.04525000000000001
0.95,0.95,0.55,and,0.09999999999999987,0.0025000000000000577,0.09749999999999981
0.95,0.95,0.55,or,0.050000000000000044,0.0025000000000000577,0.04749999999999999
